Age,Income,ZIP Code,Family,CCAvg,Education,Mortgage,Personal Loan,CD Account,County
46,70,94701,4,1.9,1,212,0,0,Alameda
63,32,93117,3,0.7,2,141,0,0,Santa Barbara
33,14,95133,3,0.9,3,114,0,0,Santa Clara
38,111,92028,2,6.1,1,326,0,0,San Diego
53,38,94105,4,2.8,2,144,0,0,San Francisco
28,121,92096,2,2.0,1,341,0,0,San Diego
44,90,95616,4,2.6,3,0,0,0,Yolo
58,178,92009,2,6.0,2,0,1,0,San Diego
38,20,94024,4,0.4,2,79,0,0,Santa Clara
48,61,91380,2,1.7,1,229,0,0,Los Angeles
33,43,96064,4,0.8,1,0,0,0,Siskiyou
66,39,94590,1,1.9,2,0,0,0,Solano
59,60,90048,4,2.1,1,234,0,0,Los Angeles
40,63,93407,3,3.0,1,0,0,0,San Luis Obispo
36,8,93401,4,0.2,3,81,0,0,San Luis Obispo
62,52,95616,4,1.3,2,0,0,0,Yolo
51,92,92121,4,3.0,1,0,1,1,San Diego
58,111,90212,2,1.4,1,298,0,0,Los Angeles
52,71,92037,1,1.4,3,0,0,0,San Diego
41,25,92182,2,0.1,2,91,0,0,San Diego
31,34,94558,1,1.9,3,156,0,0,Napa
28,74,94720,3,2.6,3,0,0,0,Alameda
57,120,95616,2,2.0,1,0,0,0,Yolo
61,50,95125,4,1.3,2,0,0,0,Santa Clara
60,10,92121,2,1.0,1,0,0,0,San Diego
56,45,90095,4,2.5,2,113,0,0,Los Angeles
49,29,94551,4,1.8,1,0,0,0,Alameda
63,145,94025,2,6.9,1,0,0,0,San Mateo
49,100,95403,2,6.3,1,0,0,0,Sonoma
49,24,95678,3,0.4,1,0,0,0,Placer
32,60,95816,1,1.2,1,0,0,0,Sacramento
26,50,95616,4,0.6,2,0,0,0,Yolo
27,43,95120,3,1.1,2,0,0,0,Santa Clara
57,79,91335,3,4.4,1,0,0,0,Los Angeles
29,44,95819,3,0.1,2,0,0,0,Sacramento
56,31,90024,4,1.5,3,0,0,0,Los Angeles
59,14,94305,2,1.0,1,107,0,0,Santa Clara
53,19,94608,4,0.8,1,106,0,0,Alameda
54,111,93023,1,1.1,2,0,1,0,Ventura
56,90,94402,1,1.9,2,0,0,0,San Mateo
50,21,90274,2,0.7,3,129,0,0,Los Angeles
51,104,94949,1,4.2,2,0,1,0,Marin
53,75,94303,1,1.9,2,0,0,0,Santa Clara
37,175,92037,2,7.8,1,297,0,0,San Diego
32,98,95929,1,4.2,1,171,1,1,Butte
49,41,95521,4,0.1,1,153,0,0,Humboldt
34,171,90212,2,2.2,2,569,1,0,Los Angeles
54,79,92630,4,1.6,2,0,0,0,Orange
64,24,94117,4,0.6,2,0,0,0,San Francisco
58,90,95039,1,3.6,2,0,1,0,Monterey
50,9,91911,2,0.0,1,0,0,0,San Diego
38,15,90245,2,0.1,2,90,0,0,Los Angeles
48,80,91343,1,2.7,1,0,0,0,Los Angeles
41,63,95060,1,0.7,3,79,0,0,Santa Cruz
32,20,93106,1,0.5,3,102,0,0,Santa Barbara
46,43,92120,2,2.1,3,0,0,1,San Diego
39,65,95822,1,1.5,3,0,0,0,Sacramento
39,91,93907,2,1.7,2,151,0,0,Monterey
63,53,93940,1,0.8,1,0,0,0,Monterey
58,110,94143,3,1.7,2,0,0,0,San Francisco
28,82,92831,3,1.5,1,103,0,0,Orange
36,23,94553,4,0.2,3,0,0,0,Contra Costa
43,172,95136,2,6.67,1,0,0,0,Santa Clara
36,88,90212,2,2.7,1,0,0,0,Los Angeles
44,71,93943,2,0.8,3,0,0,0,Monterey
31,180,94720,1,2.9,3,144,1,0,Alameda
45,39,92521,2,2.1,3,184,0,0,Riverside
39,94,90401,1,1.5,3,0,0,0,Los Angeles
43,25,94126,3,1.0,2,0,0,0,San Francisco
40,10,94708,2,0.0,3,102,0,0,Alameda
30,42,94305,1,1.0,1,184,0,0,Santa Clara
58,142,92333,2,3.9,1,0,0,0,San Bernardino
46,34,92373,2,1.3,1,0,0,0,San Bernardino
35,139,90024,1,4.6,1,0,0,0,Los Angeles
30,154,95621,2,4.5,1,207,0,0,Sacramento
34,40,91768,2,2.0,3,89,0,0,Los Angeles
62,33,93907,1,1.5,3,140,0,0,Monterey
58,80,90095,2,1.6,1,0,0,0,Los Angeles
45,10,92037,3,0.67,2,100,0,0,San Diego
42,41,90401,3,0.5,3,0,0,0,Los Angeles
60,30,93711,4,1.3,1,118,0,0,Fresno
55,78,95521,1,0.8,3,190,0,0,Humboldt
45,164,90638,1,5.0,1,0,0,0,Los Angeles
52,23,92780,1,0.4,3,0,0,0,Orange
31,149,92624,1,6.0,1,0,0,0,Orange
60,25,94132,4,0.7,3,0,0,0,San Francisco
33,42,95010,1,2.1,3,0,0,0,Santa Cruz
37,71,91302,1,2.5,1,185,0,0,Los Angeles
59,114,94606,3,4.2,2,0,1,0,Alameda
51,70,91320,1,2.8,2,0,0,0,Ventura
47,149,92675,4,6.1,1,0,1,0,Orange
60,55,94998,4,2.5,2,0,0,0,Marin
61,29,93065,1,1.3,1,0,0,0,Ventura
64,123,90840,1,3.8,1,0,0,0,Los Angeles
46,152,95814,1,7.4,3,374,1,1,Sacramento
31,8,95131,4,0.7,2,0,0,0,Santa Clara
57,69,94710,4,0.7,1,245,0,0,Alameda
48,161,96003,4,7.9,3,310,1,0,Shasta
48,79,94024,1,0.2,2,0,0,0,Santa Clara
35,105,92780,1,4.6,1,0,0,0,Orange
33,39,95032,3,2.3,1,0,0,0,Santa Clara
47,163,92653,1,5.0,1,0,0,0,Orange
46,9,94005,1,0.2,1,0,0,0,San Mateo
44,71,91006,4,2.0,3,0,0,0,Los Angeles
42,51,92868,3,2.1,3,0,0,0,Orange
50,32,90277,1,1.4,3,167,0,0,Los Angeles
52,161,93108,4,4.3,1,0,1,1,Santa Barbara
53,60,90049,1,0.2,1,0,0,0,Los Angeles
37,35,92521,4,1.0,2,0,0,0,Riverside
64,41,94305,4,1.2,2,0,0,0,Santa Clara
46,73,92648,2,1.7,1,216,0,0,Orange
57,49,94305,4,1.5,1,214,0,1,Santa Clara
61,79,94024,2,2.0,1,194,0,0,Santa Clara
42,120,93407,2,7.5,1,0,0,0,San Luis Obispo
40,60,94501,2,3.2,1,0,0,0,Alameda
33,78,95051,3,0.6,2,0,0,0,Santa Clara
50,40,95138,4,1.1,2,131,0,0,Santa Clara
52,110,94501,2,5.4,3,204,1,1,Alameda
35,160,92093,4,5.7,3,0,1,0,San Diego
57,68,94542,4,0.7,1,191,0,0,Alameda
56,49,92182,2,1.6,3,103,0,0,San Diego
44,65,92037,2,2.5,1,0,0,0,San Diego
33,62,92093,3,2.3,1,98,0,0,San Diego
48,152,95616,1,0.0,1,0,0,0,Yolo
45,42,95126,3,2.5,2,0,0,0,Santa Clara
54,39,90245,4,0.7,2,0,0,0,Los Angeles
42,111,94304,3,3.0,1,0,1,1,Santa Clara
47,82,94109,3,2.1,1,0,0,0,San Francisco
61,108,93943,4,3.4,2,0,0,0,Monterey
53,59,92038,2,0.8,3,0,0,0,San Diego
56,61,93106,3,2.5,1,193,0,0,Santa Barbara
33,78,95819,4,2.0,2,0,0,0,Sacramento
44,18,93943,2,0.1,3,0,0,0,Monterey
63,113,94611,4,1.7,3,0,0,0,Alameda
47,62,92521,1,2.67,2,0,0,0,Riverside
50,81,94720,1,4.9,1,248,0,0,Alameda
49,13,95054,3,0.4,1,106,0,0,Santa Clara
34,75,94303,1,2.8,1,194,0,0,Santa Clara
40,33,95616,2,0.8,3,89,0,0,Yolo
38,179,93943,1,4.1,1,0,0,0,Monterey
51,69,94005,3,2.0,2,0,0,0,San Mateo
28,45,94025,1,1.0,3,0,0,0,San Mateo
52,59,95762,3,3.0,2,0,0,0,El Dorado
39,81,94309,2,2.8,1,0,0,0,Santa Clara
29,133,90095,1,5.4,1,212,0,0,Los Angeles
54,81,92096,2,0.0,3,0,0,0,San Diego
63,14,92630,4,0.4,2,86,0,0,Orange
40,28,94061,2,0.8,3,0,0,0,San Mateo
36,93,95125,2,2.2,1,0,0,0,Santa Clara
45,191,92007,3,2.6,3,123,1,0,San Diego
61,155,91605,1,2.9,1,0,0,0,Los Angeles
33,68,92407,4,1.3,1,0,0,0,San Bernardino
64,52,95060,2,1.1,1,226,0,0,Santa Cruz
43,51,94025,1,0.7,3,0,0,0,San Mateo
30,121,94555,2,3.1,1,408,0,0,Alameda
60,49,94965,4,2.2,1,204,0,0,Marin
50,42,91784,2,1.0,3,78,0,0,San Bernardino
40,144,91040,1,4.1,1,0,0,0,Los Angeles
31,72,94583,1,2.6,2,0,0,0,Contra Costa
30,44,94304,1,1.5,1,109,0,0,Santa Clara
60,43,91763,3,0.9,3,175,0,0,San Bernardino
39,74,93063,1,0.1,2,144,0,0,Ventura
66,145,90009,1,2.5,1,0,0,0,Los Angeles
65,158,92346,2,2.1,1,0,0,0,San Bernardino
54,78,91311,4,4.9,1,0,0,0,Los Angeles
54,154,95014,1,2.4,2,352,1,0,Santa Clara
35,105,90064,2,4.5,3,0,0,0,Los Angeles
32,100,92126,3,0.6,2,0,0,0,San Diego
63,58,94112,1,0.0,2,0,0,0,San Francisco
60,113,94507,1,0.9,1,406,0,0,Contra Costa
43,10,91902,2,0.1,2,0,0,0,San Diego
59,142,94080,2,2.7,1,0,0,0,San Mateo
62,128,92093,1,2.5,1,0,0,0,San Diego
30,131,92068,3,0.5,3,0,1,0,San Diego
54,88,92647,4,1.0,2,122,0,0,Orange
30,101,90245,2,0.6,1,0,0,0,Los Angeles
31,70,92115,2,1.75,3,0,0,1,San Diego
44,122,91765,1,0.3,1,0,0,0,Los Angeles
32,70,91423,3,1.5,1,0,0,0,Los Angeles
63,148,93023,2,4.3,3,0,1,0,Ventura
57,43,92704,2,2.1,3,166,0,0,Orange
60,31,95060,1,1.5,3,0,0,0,Santa Cruz
37,35,94609,2,0.8,3,0,0,0,Alameda
53,81,90032,4,2.6,3,0,0,0,Los Angeles
51,19,95812,1,1.4,3,98,0,0,Sacramento
30,98,92028,4,1.8,3,129,0,1,San Diego
28,101,90280,4,2.1,3,0,0,0,Los Angeles
50,81,95053,2,0.4,3,0,0,0,Santa Clara
52,135,93561,1,0.6,1,452,0,0,Kern
56,34,94542,2,0.7,2,0,0,0,Alameda
40,104,91730,1,3.4,1,249,0,0,San Bernardino
64,29,90245,3,0.7,2,0,0,0,Los Angeles
61,119,95064,2,5.4,2,0,1,0,Santa Cruz
46,82,90230,2,1.7,2,0,0,0,Los Angeles
55,62,90089,1,0.2,1,0,0,0,Los Angeles
45,85,94720,3,2.1,1,0,0,0,Alameda
40,8,94960,2,0.1,2,0,0,0,Marin
63,78,91711,4,1.7,3,0,0,0,Los Angeles
57,44,93407,3,0.5,2,0,0,0,San Luis Obispo
38,122,95819,2,8.0,1,0,0,0,Sacramento
37,22,90035,3,0.1,2,114,0,0,Los Angeles
31,39,94590,4,2.2,2,0,0,0,Solano
50,55,94305,1,1.6,2,0,0,0,Santa Clara
42,144,94063,2,6.1,1,158,0,0,San Mateo
51,71,92521,1,2.6,2,0,0,0,Riverside
38,191,91710,2,3.0,1,0,0,0,San Bernardino
53,22,92831,1,0.5,2,100,0,0,Orange
43,158,90740,1,2.4,1,0,0,0,Orange
35,131,90089,3,0.3,3,0,1,1,Los Angeles
49,75,95670,1,2.8,2,160,0,0,Sacramento
28,69,94305,3,0.7,2,170,0,0,Santa Clara
51,39,94304,2,0.8,1,0,0,0,Santa Clara
39,34,94939,4,1.7,1,0,0,0,Marin
31,32,91320,1,1.7,1,0,0,0,Ventura
44,129,92028,1,5.7,1,0,0,0,San Diego
46,158,92870,3,5.4,1,432,1,0,Orange
42,54,90089,1,1.8,1,0,0,0,Los Angeles
41,34,92182,1,2.0,2,0,0,0,San Diego
59,68,95064,2,2.3,3,0,0,0,Santa Cruz
47,53,95929,1,1.5,2,0,0,0,Butte
48,32,93302,1,0.1,1,0,0,0,Kern
58,173,92121,2,7.2,3,0,1,0,San Diego
58,31,92126,4,0.4,1,0,0,0,San Diego
54,72,94558,2,3.7,1,144,0,0,Napa
49,30,90212,4,0.4,2,157,0,1,Los Angeles
63,138,92675,1,2.5,1,0,0,0,Orange
62,18,92028,1,1.5,2,127,0,0,San Diego
45,69,90840,1,2.8,1,220,0,0,Los Angeles
39,58,94555,3,2.1,1,247,0,0,Alameda
58,63,90007,4,1.5,1,0,0,0,Los Angeles
56,43,90401,2,0.3,1,0,0,0,Los Angeles
33,38,93106,1,2.1,3,133,0,0,Santa Barbara
55,72,93107,3,0.3,2,147,0,0,Santa Barbara
56,64,94126,4,0.9,1,0,0,0,San Francisco
36,70,92131,3,2.6,2,165,0,0,San Diego
53,12,95621,1,0.3,1,0,0,0,Sacramento
57,159,94577,2,0.5,1,0,0,0,Alameda
35,103,95120,2,4.5,3,0,0,0,Santa Clara
43,42,91330,1,0.3,3,0,0,0,Los Angeles
54,48,92182,2,2.1,3,142,0,0,San Diego
29,49,90266,1,1.5,1,0,0,0,Los Angeles
39,89,95762,2,0.4,1,0,0,0,El Dorado
32,22,94583,4,0.7,2,0,0,0,Contra Costa
51,10,92121,2,0.2,1,86,0,0,San Diego
50,38,95616,1,1.3,2,120,0,0,Yolo
54,49,92703,2,2.1,3,95,0,0,Orange
38,30,91765,2,1.4,3,0,0,0,Los Angeles
32,82,94305,1,2.6,2,240,0,1,Santa Clara
62,82,94086,1,0.8,3,312,0,0,Santa Clara
57,24,94501,1,0.1,2,0,0,0,Alameda
47,32,92251,4,0.6,1,156,0,0,Imperial
51,34,95819,3,0.9,3,111,0,0,Sacramento
54,195,93117,2,4.75,2,477,1,0,Santa Barbara
26,61,93943,4,2.2,1,119,0,0,Monterey
37,22,93711,3,0.1,2,0,0,0,Fresno
63,50,93943,2,2.8,1,205,0,0,Monterey
62,35,94501,2,0.7,3,0,0,0,Alameda
59,64,95617,3,0.3,2,0,0,0,Yolo
32,49,94080,3,2.3,1,0,0,0,San Mateo
35,44,95045,4,1.0,2,192,0,0,San Benito
56,65,93403,2,3.7,1,0,0,0,San Luis Obispo
55,13,93943,4,0.7,1,0,0,0,Monterey
31,84,91320,1,2.9,3,105,0,0,Ventura
54,28,92093,4,0.2,2,101,0,0,San Diego
58,108,95123,3,4.4,1,0,0,0,Santa Clara
48,59,90401,1,0.0,1,144,0,0,Los Angeles
48,163,95819,1,2.4,1,396,0,0,Sacramento
33,183,91320,2,8.8,3,582,1,0,Ventura
36,69,90024,4,4.0,3,0,0,0,Los Angeles
41,115,92333,1,7.0,1,0,0,0,San Bernardino
55,130,92646,4,6.5,1,0,1,0,Orange
63,185,94309,2,7.9,2,358,1,0,Santa Clara
53,118,94066,2,0.3,1,0,0,0,San Mateo
38,163,95039,1,4.1,1,0,0,0,Monterey
46,140,93106,2,6.3,1,380,0,0,Santa Barbara
59,91,94122,2,0.7,2,0,0,0,San Francisco
56,61,92646,4,1.3,3,0,0,0,Orange
59,168,95521,4,4.1,2,0,1,0,Humboldt
39,69,90630,3,0.9,2,0,0,0,Orange
47,22,92037,1,0.2,1,104,0,0,San Diego
47,53,92691,1,0.3,1,213,0,0,Orange
53,25,92123,2,1.0,2,0,0,1,San Diego
36,115,91765,4,2.2,2,0,1,0,Los Angeles
34,31,92521,4,1.1,3,85,0,1,Riverside
36,83,94705,1,2.8,3,0,0,0,Alameda
60,152,92807,2,6.9,1,0,0,0,Orange
45,30,96003,1,0.1,1,0,0,0,Shasta
27,34,90065,1,0.2,3,0,0,0,Los Angeles
47,44,95821,1,1.4,3,0,0,0,Sacramento
44,182,94710,2,7.6,1,0,0,0,Alameda
54,44,95616,3,1.5,1,117,0,0,Yolo
57,122,94301,2,6.0,1,153,0,1,Santa Clara
52,35,94550,4,1.8,1,0,0,0,Alameda
51,91,92407,1,0.8,3,0,0,0,San Bernardino
57,30,94024,2,2.0,2,0,0,0,Santa Clara
65,53,94608,1,2.5,3,0,0,0,Alameda
58,28,94720,1,0.3,3,0,0,0,Alameda
64,85,94720,4,3.4,2,200,0,0,Alameda
52,28,93907,2,0.7,2,90,0,0,Monterey
58,41,91016,4,0.4,1,177,0,0,Los Angeles
52,154,90650,1,5.0,3,0,1,1,Los Angeles
43,41,92831,1,0.3,3,0,0,0,Orange
56,33,95014,3,1.5,1,0,0,0,Santa Clara
37,182,94523,3,5.8,3,0,1,0,Contra Costa
53,59,90740,2,0.8,3,0,0,0,Orange
27,129,90009,2,3.3,1,0,0,0,Los Angeles
53,35,94583,3,0.9,3,136,0,0,Contra Costa
42,185,94705,3,2.2,2,0,1,1,Alameda
58,45,93943,4,1.3,2,201,0,0,Monterey
36,62,94065,4,0.1,2,145,0,0,San Mateo
53,183,96008,3,8.2,3,467,1,1,Shasta
48,14,94303,2,0.1,3,0,0,0,Santa Clara
54,53,94002,1,2.2,3,0,0,0,San Mateo
26,48,94019,3,2.6,3,169,0,0,San Mateo
50,128,92780,2,0.4,1,0,0,0,Orange
31,105,94025,1,4.0,1,331,0,0,San Mateo
35,40,93943,3,0.9,1,0,0,0,Monterey
63,10,90095,2,0.4,1,0,0,0,Los Angeles
29,102,90245,2,3.3,1,303,0,0,Los Angeles
57,31,94143,3,0.1,2,0,0,0,San Francisco
30,30,90245,4,0.8,1,158,0,0,Los Angeles
33,21,90095,1,0.6,3,0,0,0,Los Angeles
62,44,92867,2,0.3,1,0,0,0,Orange
35,48,95060,1,2.5,3,164,0,0,Santa Cruz
37,21,94604,3,0.2,2,0,0,0,Alameda
37,84,90266,4,2.2,2,0,0,0,Los Angeles
35,64,94306,3,0.7,2,230,0,0,Santa Clara
35,82,94720,1,2.5,1,138,0,0,Alameda
59,39,95616,4,1.3,1,0,0,0,Yolo
53,45,90405,2,0.8,3,0,0,0,Los Angeles
45,133,92056,4,5.7,3,0,1,1,San Diego
46,152,90009,2,1.4,1,0,0,0,Los Angeles
40,12,90033,1,1.0,1,91,0,0,Los Angeles
42,32,94112,3,1.5,1,149,0,0,San Francisco
25,74,94085,4,2.6,1,204,0,0,Santa Clara
39,54,92037,2,1.1,2,159,0,0,San Diego
30,181,94542,3,4.1,2,0,1,1,Alameda
58,75,90034,2,0.0,3,0,0,0,Los Angeles
41,95,91101,3,0.1,1,240,0,0,Los Angeles
37,190,94305,4,7.3,2,565,1,1,Santa Clara
36,90,94709,1,2.8,1,0,0,0,Alameda
27,20,95616,4,1.0,1,134,0,0,Yolo
60,64,95014,3,2.2,3,0,0,0,Santa Clara
62,85,90019,2,1.7,3,98,0,0,Los Angeles
67,105,93711,4,1.7,2,0,0,0,Fresno
44,21,90840,1,0.2,1,0,0,0,Los Angeles
45,158,94085,2,6.67,1,132,0,0,Santa Clara
58,125,94720,1,4.3,1,219,0,0,Alameda
61,81,95449,3,1.8,2,0,0,0,Mendocino
54,183,93105,1,8.1,1,0,0,0,Santa Barbara
28,54,94550,4,0.6,2,0,0,0,Alameda
49,79,94025,4,3.6,3,212,0,0,San Mateo
35,38,91706,1,1.5,2,136,0,0,Los Angeles
36,172,94704,4,1.0,2,295,1,0,Alameda
34,184,93106,3,7.5,1,0,1,0,Santa Barbara
36,158,95054,2,7.8,1,114,0,0,Santa Clara
35,188,94596,1,0.9,3,282,1,0,Contra Costa
27,20,95064,4,0.5,3,0,0,0,Santa Cruz
42,60,92677,4,0.2,3,151,0,0,Orange
65,113,92096,4,2.4,3,0,0,0,San Diego
29,70,93101,4,0.0,1,0,0,0,Santa Barbara
65,84,95762,2,0.0,3,0,0,0,El Dorado
59,23,94002,2,0.2,3,0,0,0,San Mateo
46,141,90089,2,3.3,1,0,0,1,Los Angeles
59,110,90007,3,4.4,1,264,0,0,Los Angeles
52,31,94923,4,1.8,1,0,0,0,Sonoma
60,22,92660,1,1.3,1,80,0,0,Orange
43,91,95134,1,5.2,1,0,0,0,Santa Clara
65,82,94131,4,2.4,3,252,0,0,San Francisco
50,23,92630,1,0.3,1,0,0,0,Orange
48,35,93943,1,0.1,1,0,0,0,Monterey
49,114,91380,1,2.5,3,0,1,0,Los Angeles
58,18,94402,3,0.1,2,0,0,0,San Mateo
58,74,95817,2,2.3,3,0,0,0,Sacramento
45,122,94590,4,4.1,2,0,1,0,Solano
42,73,94545,3,2.33,2,0,0,0,Alameda
64,40,96064,2,1.1,1,0,0,0,Siskiyou
49,55,92103,4,0.1,3,0,0,0,San Diego
55,69,90089,1,2.7,2,0,0,0,Los Angeles
40,92,90024,4,1.4,2,0,0,0,Los Angeles
28,48,93943,4,2.1,3,0,0,0,Monterey
57,113,91711,4,0.6,3,327,1,0,Los Angeles
50,58,93940,1,1.3,2,0,0,0,Monterey
40,109,94025,2,2.2,1,0,0,0,San Mateo
55,39,94542,3,1.0,2,0,0,0,Alameda
53,33,94591,3,1.9,2,144,0,0,Solano
48,18,94304,4,0.2,1,0,0,0,Santa Clara
59,63,90044,1,1.6,1,0,0,0,Los Angeles
58,43,92093,1,2.8,2,0,0,0,San Diego
38,70,94022,4,2.0,3,0,0,0,Santa Clara
49,19,94545,1,0.9,3,0,0,0,Alameda
60,39,94501,4,1.3,2,140,0,0,Alameda
54,81,94720,3,0.8,1,0,0,0,Alameda
28,34,92161,4,1.3,3,0,0,0,San Diego
27,140,91711,1,5.9,2,175,1,1,Los Angeles
42,114,94305,1,0.3,1,0,0,0,Santa Clara
52,55,91320,2,3.2,3,151,0,0,Ventura
54,21,95351,1,0.1,2,76,0,0,Stanislaus
56,50,94022,4,2.8,2,0,0,0,Santa Clara
58,41,95833,3,1.5,1,0,0,0,Sacramento
56,190,90032,3,2.2,1,0,1,1,Los Angeles
64,8,94110,2,0.3,3,0,0,0,San Francisco
35,55,92870,2,1.67,2,0,0,0,Orange
45,40,91763,2,1.3,1,0,0,0,San Bernardino
57,22,95616,3,0.1,2,0,0,0,Yolo
35,44,94590,2,1.67,2,0,0,0,Solano
46,102,95039,3,4.5,3,0,1,0,Monterey
30,54,93033,4,1.8,3,235,0,0,Ventura
44,130,90291,4,3.2,2,0,1,0,Los Angeles
39,75,94501,3,2.33,2,0,0,0,Alameda
42,42,95929,2,1.7,1,0,0,0,Butte
34,133,92110,1,3.8,1,0,0,0,San Diego
46,40,92037,1,1.2,2,0,0,0,San Diego
55,34,94305,3,1.5,1,101,0,0,Santa Clara
28,142,93727,1,0.8,1,0,0,0,Fresno
35,64,94542,3,2.3,1,0,0,1,Alameda
60,44,94720,2,1.6,3,170,0,0,Alameda
50,95,91401,1,0.3,1,262,0,0,Los Angeles
52,49,90011,1,1.4,3,0,0,0,Los Angeles
51,12,91007,2,0.2,1,0,0,0,Los Angeles
51,98,90024,1,1.3,3,0,0,0,Los Angeles
59,42,91711,4,0.4,1,0,0,0,Los Angeles
53,44,92152,2,0.6,3,0,0,0,San Diego
43,124,94117,1,5.2,1,0,0,0,San Francisco
31,175,95005,2,6.7,1,0,0,0,Santa Cruz
32,22,94061,4,0.3,1,0,0,0,San Mateo
41,78,95929,4,2.67,1,99,0,0,Butte
31,54,91741,2,1.0,2,109,0,0,Los Angeles
41,154,92407,1,7.0,1,0,0,0,San Bernardino
47,42,95820,3,2.7,2,0,0,0,Sacramento
37,195,91763,2,6.5,1,635,0,0,San Bernardino
53,80,93023,1,3.0,3,0,0,0,Ventura
49,81,94301,3,2.0,2,0,0,0,Santa Clara
62,89,94022,2,2.0,1,0,0,0,Santa Clara
33,61,93943,3,2.6,2,0,0,0,Monterey
54,25,90016,4,0.4,3,0,0,0,Los Angeles
27,43,90245,3,0.1,2,163,0,0,Los Angeles
60,122,92606,1,2.6,1,352,0,0,Orange
29,160,90405,1,4.3,1,385,0,0,Los Angeles
56,83,91320,4,1.6,2,0,0,0,Ventura
55,79,92182,2,0.0,3,0,0,0,San Diego
45,30,94305,3,0.5,2,0,0,0,Santa Clara
33,145,94110,1,4.3,1,437,0,0,San Francisco
45,151,90024,2,3.3,1,328,0,0,Los Angeles
44,14,94720,2,0.1,3,98,0,0,Alameda
37,19,95054,3,0.2,2,0,0,0,Santa Clara
42,55,95820,1,0.7,3,135,0,0,Sacramento
26,132,94720,2,2.4,3,0,1,0,Alameda
33,182,94065,1,8.6,1,0,0,0,San Mateo
61,78,91330,3,0.5,1,0,0,0,Los Angeles
31,42,95822,1,2.4,2,0,0,0,Sacramento
54,44,95518,2,2.3,3,187,0,0,Humboldt
62,195,91125,4,5.2,3,522,1,1,Los Angeles
66,65,92612,3,2.4,1,0,0,0,Orange
38,43,94305,4,0.2,1,0,0,0,Santa Clara
55,38,90035,4,1.5,3,0,0,0,Los Angeles
60,50,95741,1,1.8,3,0,0,0,Sacramento
29,41,94588,1,1.9,3,0,0,0,Alameda
35,73,93943,3,2.3,1,0,0,0,Monterey
53,31,91605,2,0.4,3,104,0,0,Los Angeles
32,84,91320,3,0.6,2,0,0,0,Ventura
38,95,94109,2,1.9,1,0,0,0,San Francisco
44,162,90840,4,1.3,1,301,1,0,Los Angeles
43,60,95039,2,2.2,3,115,0,0,Monterey
54,121,95039,2,1.1,3,0,1,0,Monterey
52,43,91380,3,1.0,2,165,0,1,Los Angeles
31,38,92182,1,1.8,2,182,0,1,San Diego
47,82,92084,1,2.9,1,276,0,0,San Diego
42,52,95008,4,1.9,1,0,0,0,Santa Clara
57,43,91016,3,1.5,1,168,0,0,Los Angeles
33,82,95747,1,2.6,2,0,0,1,Placer
35,161,94109,1,4.1,1,0,0,0,San Francisco
56,24,94550,2,0.7,2,0,0,0,Alameda
57,102,90210,1,2.6,1,0,0,0,Los Angeles
53,85,92037,1,1.2,1,0,0,0,San Diego
59,111,95120,3,4.4,1,0,0,0,Santa Clara
56,90,95054,2,0.3,1,0,0,0,Santa Clara
54,94,92709,2,1.1,1,188,0,0,Orange
48,63,94606,4,3.6,3,0,0,0,Alameda
55,153,94305,2,2.8,2,0,1,1,Santa Clara
33,39,92037,2,2.0,3,0,0,0,San Diego
46,205,95762,2,8.8,1,181,0,0,El Dorado
42,142,93106,1,3.4,1,496,0,0,Santa Barbara
49,163,94608,2,0.4,1,0,0,0,Alameda
42,113,93014,3,1.0,1,0,0,0,Santa Barbara
46,64,92104,1,2.9,1,0,0,0,San Diego
65,20,92647,3,0.1,3,0,0,0,Orange
50,179,94025,1,1.0,1,0,0,0,San Mateo
54,91,91101,2,4.5,3,90,0,0,Los Angeles
42,103,91367,1,3.33,1,0,1,1,Los Angeles
57,80,95053,4,1.6,2,0,0,0,Santa Clara
61,38,93106,2,0.3,1,0,0,0,Santa Barbara
60,44,94143,1,0.2,1,0,0,0,San Francisco
40,164,94720,1,4.3,2,0,1,0,Alameda
33,81,92647,3,1.6,1,0,0,0,Orange
37,95,90095,2,1.7,2,83,0,0,Los Angeles
52,44,90747,3,1.9,2,0,0,0,Los Angeles
33,88,94583,3,1.6,1,0,0,0,Contra Costa
62,148,94111,3,7.0,2,0,1,0,San Francisco
62,169,95014,3,5.0,2,184,1,1,Santa Clara
63,11,91711,1,0.8,2,102,0,0,Los Angeles
55,92,94550,1,3.0,3,158,0,0,Alameda
33,74,92120,3,2.6,2,0,0,0,San Diego
25,72,94301,3,0.8,1,0,0,0,Santa Clara
55,63,95616,3,2.67,1,0,0,0,Yolo
29,172,92373,2,4.5,1,415,0,0,San Bernardino
45,183,90029,2,1.4,1,0,0,0,Los Angeles
60,40,91311,1,2.5,3,166,0,0,Los Angeles
44,68,92673,4,2.9,1,0,0,0,Orange
48,78,91423,4,3.6,3,0,0,0,Los Angeles
57,68,90041,2,3.7,1,184,0,0,Los Angeles
58,49,94005,1,1.4,1,99,0,0,San Mateo
58,39,94132,2,2.3,3,0,0,0,San Francisco
44,151,95193,1,3.5,1,392,0,0,Santa Clara
54,159,90245,2,0.5,1,461,0,0,Los Angeles
59,89,94608,4,1.9,2,0,0,0,Alameda
63,105,92694,4,1.7,3,244,0,0,Orange
